Sr_No,SeriousDlqin2yrs,RevolvingUtilization_pct,age,latepayments_Count2yrs,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents
33218,0,2.61,58,0,2329,NA,7,2,0
33219,0,100.00,74,0,0.284318081,2250,3,0,0
33220,0,15.57,40,0,0.294942904,6129,7,1,3
33221,0,3.72,57,0,0.382179758,9000,4,2,0
33222,0,57.66,30,0,0.518778708,3700,8,1,1
33223,0,2.00,22,0,0.048387097,929,2,0,0
33224,0,15.30,60,0,0.264937274,4702,9,1,0
33225,0,31.62,57,0,0.19765349,15000,18,0,1
33226,0,96.10,33,0,1486,NA,8,0,0
33227,0,31.06,36,0,0.475287574,7910,13,1,3
33228,0,88.25,43,0,0.275872413,10000,10,1,0
33229,0,9.35,68,0,0.024786672,4921,8,0,0
33230,0,8.75,77,0,0.686660269,2083,17,1,0
33231,0,26.53,64,0,0.442998028,2534,7,1,1
33232,0,3.20,47,1,0.11680885,10666,6,1,0
33233,0,4.29,77,0,70,NA,3,0,0
33234,0,0.00,57,0,0,1600,1,0,0
33235,0,100.00,36,0,515,NA,2,0,2
33236,0,3.91,47,0,0.153675229,11250,8,1,3
33237,0,1.92,40,0,0.468118582,12075,6,2,2
33238,0,50.69,45,0,2460.5,1,19,4,3
33239,0,24.25,69,0,2393,NA,8,1,0
33240,1,100.00,64,1,190,NA,0,0,0
33241,0,7.75,54,0,0.083818798,11500,8,0,0
33242,0,4.05,72,0,0.388631735,5400,6,2,1
33243,0,3.26,67,3,0.008399695,9166,8,0,1
33244,0,100.00,66,0,0.199606158,5585,3,1,1
33245,0,3.18,24,0,0.00119976,3333,1,0,0
33246,0,10.30,68,0,86,NA,7,0,0
33247,0,19.97,43,0,0.328645204,9100,14,1,4
33248,1,1.39,50,0,0.332205524,12708,12,2,3
33249,0,100.00,28,0,304,NA,1,0,0
33250,0,0.90,41,0,2.058941059,1000,8,2,2
33251,0,8.39,49,0,0.042263849,15000,8,0,0
33252,0,0.92,52,0,1482,NA,9,1,0
33253,0,98.59,40,0,0.372116863,1950,5,0,2
33254,0,0.58,42,0,0.001333037,4500,7,0,0
33255,0,68.95,58,0,0.469584924,8383,3,1,1
33256,0,8.21,62,0,0.496372606,6891,26,2,0
33257,0,1.26,58,0,0.2992,7499,12,1,0
33258,0,35.51,58,0,1265,NA,9,1,0
33259,1,100.00,33,98,120,NA,0,0,0
33260,0,0.44,78,0,0.067828723,7916,6,1,0
33261,0,8.88,46,0,0.284909055,25014,9,3,0
33262,0,2.87,63,0,36,NA,4,0,0
33263,0,83.21,49,1,0.525541395,9650,11,2,1
33264,0,45.39,68,1,0.407661728,8300,15,1,1
33265,0,2.84,57,0,0.489228252,3666,8,1,0
33266,0,22.36,48,0,616,NA,18,0,0
33267,0,100.00,58,1,461,NA,2,0,5
33268,0,16.84,26,0,0.180366647,1690,7,0,0
33269,0,11.60,41,0,0.211382114,3443,4,0,0
33270,0,4.58,40,0,0.326465687,6600,10,1,0
33271,0,0.00,32,0,0.403780799,4707,8,1,1
33272,0,16.24,80,0,0.197429414,4745,11,1,0
33273,0,2.11,63,0,553,NA,7,1,0
33274,0,85.33,46,0,3549,NA,5,1,0
33275,0,28.86,27,1,0.132045723,5073,11,0,1
33276,0,0.00,64,0,0.033605188,10176,6,0,0
33277,0,8.29,53,0,1058,NA,4,1,0
33278,0,100.00,45,1,0.225216065,5900,2,0,1
33279,0,71.31,26,1,214,NA,2,0,0
33280,0,29.93,39,0,0.424650064,5500,13,1,0
33281,0,18.09,46,0,0.605541789,4438,10,1,1
33282,0,8.77,47,0,0.251041543,8400,5,1,0
33283,1,6.65,61,0,0.130844681,10500,15,1,0
33284,0,3.85,53,0,3317,NA,5,2,0
33285,0,3.25,53,0,0.452397661,4274,11,1,2
33286,0,0.32,71,0,0.679661017,1179,7,0,0
33287,0,2.21,61,0,127,NA,4,0,0
33288,0,100.00,40,0,0,5416,2,0,1
33289,0,0.18,42,0,1959,0,13,2,0
33290,0,31.35,73,0,0.229942514,4000,6,1,0
33291,0,8.32,57,0,0.161517696,6667,7,1,2
33292,0,1.99,65,0,0.24416818,7158,11,2,0
33293,0,97.26,60,1,5482,NA,23,2,1
33294,0,20.96,33,0,0.516310725,4260,7,2,0
33295,0,28.21,48,0,0.537128383,7500,6,4,1
33296,0,20.16,50,0,0.429559571,7083,15,1,1
33297,0,2.11,47,0,0.32349412,8333,3,2,0
33298,0,42.06,50,0,0.753861161,6150,10,2,1
33299,1,36.60,64,4,0.404761905,10667,9,2,1
33300,0,17.43,64,0,0.580455939,7500,13,1,0
33301,0,0.10,87,0,1044,NA,4,1,0
33302,0,1.75,65,0,16,NA,2,0,0
33303,0,13.53,37,0,0.394470951,7125,9,1,2
33304,1,100.00,71,2,0.426476264,2590,6,1,0
33305,0,53.55,52,0,0.726080072,4420,6,1,0
33306,0,26.91,80,0,2989,NA,10,2,0
33307,0,15.89,37,0,0.898367211,3000,15,1,2
33308,0,21.63,51,0,0.388709203,3400,12,2,0
33309,0,20.13,50,0,0.273801935,17256,4,1,3
33310,0,0.80,89,0,0.00143977,6250,5,0,0
33311,0,35.35,50,0,0.280357586,4026,5,0,2
33312,0,2.42,52,0,0.192874047,7605,4,1,0
33313,0,38.71,66,0,0.240323267,2350,7,0,0
33314,0,6.47,47,1,1587,NA,5,1,2
33315,1,55.60,44,0,0.225729051,5417,6,0,1
33316,1,77.55,32,1,0.129103188,6366,5,0,1
33317,0,0.00,61,0,0.132976983,9166,8,1,0
33318,0,18.46,68,3,0.158361555,6200,9,1,0
33319,0,213.88,55,0,0.360063994,10000,7,2,0
33320,0,5.86,69,0,0.423076923,5355,9,2,0
33321,0,26.99,66,0,0.326945509,6000,7,2,0
33322,0,2.49,50,0,4878,NA,6,2,0
33323,0,12.31,64,0,60,NA,6,0,0
33324,0,0.97,49,0,0.429807217,4045,6,2,2
33325,0,4.98,33,0,0.53042563,15200,11,3,0
33326,0,55.19,32,0,4633,NA,6,3,2
33327,0,34.12,38,0,0.51242236,7083,8,1,1
33328,0,100.00,57,1,0.07878984,6180,2,0,0
33329,1,78.35,35,0,0.25379979,7631,10,1,1
33330,0,6.59,39,0,959,NA,6,1,0
33331,0,0.00,56,0,1543,NA,3,1,0
33332,0,51.81,55,0,1.541009464,633,12,0,0
33333,0,3.02,76,0,10,NA,4,0,0
33334,0,13.58,43,0,0.462354373,5750,13,1,0
33335,0,1.07,60,0,0.240113612,13730,18,1,1
33336,1,21.83,43,0,2803,0,6,2,1
33337,1,58.15,74,2,0.634363718,8863,17,4,1
33338,0,10.28,66,0,0.236505398,5001,10,1,0
33339,0,53.15,30,0,0.002015858,7440,1,0,2
33340,0,25.17,48,0,0.332666788,5500,6,1,0
33341,0,100.00,48,1,128,NA,2,0,0
33342,0,100.00,82,0,441,NA,3,1,0
33343,0,100.00,28,0,0.178184282,2951,1,0,0
33344,0,2.80,69,0,0.359440093,6000,8,2,0
33345,0,5.25,37,0,1439,NA,10,1,0
33346,0,14.37,70,0,0.018672795,3480,1,0,0
33347,0,100.00,58,1,1921,NA,4,1,0
33348,1,72.79,42,0,0.136517999,8833,13,0,2
33349,0,15.79,60,0,0.253436641,4000,7,1,0
33350,0,96.27,39,0,0.769607843,1019,4,0,4
33351,0,1.99,54,0,0.142973303,7378,7,2,1
33352,0,3.83,43,0,459.5,1,12,2,2
33353,0,0.00,53,0,1903,NA,12,1,0
33354,0,2.20,69,0,29,NA,4,0,0
33355,0,0.79,46,0,1942,NA,4,1,0
33356,0,73.19,43,0,0.809199319,4695,11,2,2
33357,0,16.91,50,1,0.004854369,3501,3,0,0
33358,0,0.00,60,0,1970,NA,11,1,0
33359,0,95.00,22,0,31,NA,1,0,0
33360,0,2.70,42,0,0.136211818,16466,17,2,3
33361,0,77.83,34,0,975,NA,5,0,2
33362,0,100.00,40,0,0.385922815,5000,7,1,3
33363,1,78.08,34,0,0.273354356,5073,11,1,0
33364,0,16.67,37,0,0.12574994,8333,14,0,0
33365,0,30.37,68,0,0.397509317,11000,16,2,0
33366,0,37.60,64,0,0.369088812,2600,7,1,0
33367,0,100.00,41,0,0.058442914,4790,1,0,0
33368,1,100.00,48,0,0.628058104,2615,9,0,0
33369,0,38.28,52,1,0.148455094,11100,15,0,0
33370,0,80.59,67,0,0.757033248,4300,11,1,2
33371,0,23.58,57,0,0.38999168,8412,11,2,0
33372,0,100.00,29,0,0.00768935,2600,0,0,1
33373,0,9.36,63,0,5009,NA,13,4,0
33374,0,100.00,55,0,0.303953238,6500,3,2,0
33375,0,9.63,51,0,0.638120626,3000,6,1,0
33376,0,76.42,37,0,1369,NA,7,0,2
33377,0,100.00,61,0,303,NA,1,0,0
33378,0,3.77,63,0,16,NA,2,0,0
33379,0,38.42,84,1,0.287707062,8028,18,1,1
33380,0,4.41,95,0,695,NA,3,1,NA
33381,0,0.91,71,0,0.299683294,2525,24,0,0
33382,0,5.32,69,0,142,NA,5,0,0
33383,0,15.80,34,0,1245,0,6,0,2
33384,0,0.06,87,0,0.059991306,6900,11,0,0
33385,0,1.44,89,0,0.00539892,3333,5,0,0
33386,0,7.78,61,0,0.390569778,11600,9,2,3
33387,0,5.89,74,2,0.108386315,6605,7,1,0
33388,0,7.46,77,0,0.528567185,10098,12,3,0
33389,0,33.98,77,0,0.210125377,6300,9,1,0
33390,0,16.57,73,0,1.55416903,1762,7,3,1
33391,0,0.00,42,0,0.664438159,11666,8,5,1
33392,0,0.54,61,0,1830,NA,16,1,0
33393,0,10.90,43,0,4449,NA,7,2,0
33394,0,62.25,43,0,0.63594306,2809,5,1,3
33395,0,17.70,67,0,0.125995869,10166,6,1,0
33396,1,100.00,47,0,556,NA,4,0,1
33397,0,5.24,54,0,0.186140693,20000,8,2,0
33398,0,0.53,55,0,3534,NA,6,2,0
33399,0,27.28,40,0,0.180573741,8400,5,1,1
33400,0,43.78,25,0,0.000908678,2200,1,0,0
33401,0,4.79,35,0,0.004999138,5800,3,0,0
33402,0,58.07,60,0,0.618423209,6100,9,1,0
33403,0,100.00,54,0,0.140868731,12500,11,1,2
33404,0,8.51,38,0,932,NA,5,1,0
33405,1,100.00,28,2,0.666666667,2573,4,0,2
33406,0,7.04,52,0,0.2047381,4600,3,1,2
33407,0,9.19,72,0,157,NA,3,0,0
33408,0,62.90,50,0,0.256107914,10600,8,1,2
33409,0,0.84,41,0,0.166574125,1800,10,0,1
33410,0,51.34,58,0,0.635227273,4399,10,2,1
33411,0,83.68,45,0,0.438737264,18942,11,3,2
33412,0,20.68,50,0,0.167013278,6250,2,1,0
33413,0,21.57,74,0,1111,NA,14,0,0
33414,0,23.31,63,0,146,NA,3,0,4
33415,0,5.54,55,0,0.256744714,12342,12,1,0
33416,0,100.00,21,0,0,864,1,0,0
33417,0,37.24,55,0,0.340127992,12656,16,1,1
33418,0,100.00,47,1,0.426286857,2000,2,0,0
33419,0,2.28,78,0,0.004331889,3000,2,0,0
33420,1,83.06,35,1,1480,NA,2,0,0
33421,0,1.14,68,0,0.360481976,20000,6,1,0
33422,0,15.87,53,0,3074,NA,18,2,0
33423,0,0.77,36,0,0.467654424,9583,12,2,0
33424,0,100.00,34,0,0,2400,3,0,0
33425,0,45.81,59,0,0.41285897,8600,6,1,0
33426,0,43.88,47,0,0.425832492,10900,5,3,1
33427,0,100.00,43,0,0.136059964,6136,1,1,1
33428,0,0.00,48,0,0.351529694,5000,10,0,3
33429,0,4.35,49,0,0.262810212,5600,8,2,3
33430,0,8.84,68,0,0.250839866,6250,17,1,0
33431,0,0.00,40,2,0.111629457,3000,7,0,1
33432,0,100.00,39,0,1432,NA,4,1,0
33433,0,27.42,64,0,3565,NA,11,1,0
33434,0,17.86,52,0,0.427839604,5660,13,1,3
33435,0,65.77,61,1,0.5256917,4300,10,2,1
33436,0,86.00,46,0,0.491580944,17400,14,4,3
33437,0,6.78,48,0,2295,NA,9,1,0
33438,1,73.70,48,2,0.51206553,4516,8,1,2
33439,0,100.00,52,0,0.165813715,18562,4,1,4
33440,0,0.91,88,0,6,NA,3,0,NA
33441,0,0.00,55,0,0.263562669,4810,5,1,1
33442,0,1.37,52,0,0.046097788,11800,11,0,3
33443,0,74.93,74,0,0.910788382,3373,13,2,1
33444,0,0.48,50,0,0.871231632,6600,16,1,4
33445,0,10.17,47,0,0.738884968,4250,7,2,2
33446,0,61.26,49,0,0.255278311,5209,13,0,1
33447,0,16.91,47,0,0.310682583,9800,14,2,2
33448,0,59.94,67,0,0.637246501,3500,8,1,0
33449,0,0.00,60,0,0,6000,2,0,1
33450,0,9.70,39,1,0.208075734,5175,13,1,0
33451,0,3.66,77,0,0.001999875,16000,3,0,0
33452,0,0.00,43,0,0.352607899,6000,10,1,3
33453,1,8.93,55,1,1.111452729,1300,18,1,0
33454,0,0.00,46,0,3738,NA,6,1,0
33455,0,66.26,45,0,0.282976419,12000,6,2,2
33456,0,2.94,24,0,0.010241405,4100,2,0,0
33457,0,10.78,34,0,0.296075213,6700,10,1,0
33458,0,62.33,41,0,2.333666334,1000,4,1,2
33459,0,0.00,66,0,2864,NA,6,1,2
33460,0,16.42,59,0,0.790593047,7334,20,2,1
33461,0,17.54,55,0,0.456571497,8300,17,2,2
33462,0,15.35,77,0,0.213891081,3800,4,1,0
33463,0,38.29,66,0,0.103177542,13500,11,0,0
33464,0,2.22,84,0,0.00749875,6000,8,0,0
33465,0,26.42,62,1,0.704532736,5360,24,1,0
33466,0,100.00,28,0,1759,0,4,1,0
33467,0,80.61,90,0,0.566944266,3121,8,0,0
33468,0,8.06,78,0,0.168212381,8625,5,1,0
33469,0,21.03,26,2,0.009608785,1456,2,0,0
33470,0,15.06,49,0,0.196727917,12407,11,2,3
33471,0,42.14,71,1,0.402883093,12000,22,3,2
33472,0,7.52,63,0,0.275735812,7100,16,2,0
33473,0,34.87,77,0,0.670940171,6083,22,1,0
33474,0,40.42,46,0,0.432111288,6900,8,1,2
33475,0,17.19,68,0,103,NA,2,0,0
33476,0,1.99,69,0,0.540496408,3061,13,1,1
33477,0,56.61,50,0,0.357341956,8968,9,2,2
33478,0,27.74,28,0,4,NA,1,0,NA
33479,0,2.74,60,0,0.518547226,9030,20,4,0
33480,0,0.00,59,0,0.496821656,14000,5,2,2
33481,0,1.90,48,0,1.064487103,3333,10,1,1
33482,1,56.96,59,2,1.04439778,6666,21,1,3
33483,0,34.02,62,0,0.381757668,22233,26,3,2
33484,0,47.85,50,0,2427,NA,17,2,0
33485,0,63.97,27,2,0.13673688,2800,5,0,0
33486,0,0.65,86,0,0.003332223,3000,9,0,0
33487,0,3.19,75,0,0.008603124,4416,3,0,0
33488,0,14.96,53,1,0.273784557,10489,5,1,2
33489,0,1.79,45,0,1189,NA,10,1,0
33490,1,6.62,48,1,943,NA,4,1,0
33491,0,8.65,64,0,0.122699387,325,3,0,0
33492,0,0.00,52,1,0.623576468,18000,14,5,0
33493,0,15.40,46,1,5439,NA,19,5,0
33494,0,100.00,71,3,0.47188106,4640,4,1,0
33495,0,72.61,48,0,0.451581028,7083,11,2,1
33496,0,100.00,63,0,0,NA,8,0,0
33497,0,78.50,31,0,0.473136193,2400,10,0,1
33498,0,72.94,46,0,0.721946375,12083,11,3,3
33499,0,0.03,69,0,0.287674017,9840,17,2,0
33500,0,100.00,21,0,0,1,1,0,0
33501,0,7.88,50,0,0.391900579,14000,11,4,3
33502,0,63.70,32,0,1.094830049,3500,10,2,3
33503,0,23.91,37,0,0.112221945,4000,11,0,0
33504,0,7.18,65,0,0.020995801,5000,9,0,0
33505,0,27.94,32,0,0.697638338,5800,9,2,0
33506,0,4.38,59,0,0.296431173,6864,13,2,1
33507,0,2.70,39,0,0.264957265,8891,10,5,0
33508,0,3.02,54,0,0.197826739,30000,10,2,4
33509,0,12.37,63,0,0.491701886,9700,9,4,1
33510,0,64.14,50,0,0.80413642,7300,14,2,0
33511,0,0.00,67,0,0.022846264,2100,3,1,0
33512,0,3.18,58,0,0.117510599,12500,11,0,0
33513,1,104.51,57,3,0.420315937,5000,5,1,0
33514,0,62.21,44,0,0.593047753,5695,16,1,2
33515,0,3.12,76,0,0.013194722,2500,5,0,0
33516,1,55.48,35,2,19,NA,2,0,0
33517,0,0.24,75,0,0.171820507,4300,7,0,0
33518,0,8.53,47,0,0.452073635,9451,8,4,0
33519,0,100.00,55,0,0.243397573,1400,1,0,0
33520,0,100.00,22,0,0,NA,0,0,NA
33521,0,14.98,43,0,0.137093145,6666,5,1,1
33522,0,94.48,27,1,0.240463036,3800,4,0,3
33523,0,20.50,53,0,2657,NA,4,1,1
33524,0,10.86,21,0,4,NA,1,0,NA
33525,0,18.28,52,0,0.316208926,8155,10,2,2
33526,0,1.54,49,1,0.131313131,9800,5,2,4
33527,0,1.78,85,0,0.007748063,4000,7,0,0
33528,0,1.61,50,0,0.000945818,7400,3,0,0
33529,0,0.69,50,0,0.272545472,10500,9,1,2
33530,0,0.00,32,0,0.18512595,2500,9,0,0
33531,0,38.37,53,0,0.564040805,7057,10,2,2
33532,0,16.43,56,0,0.254413819,7872,10,3,0
33533,0,95.92,65,1,0.327892267,4900,7,0,1
33534,0,18.48,54,1,0.253646426,9666,7,1,2
33535,0,17.67,41,0,0.103203993,6210,9,0,0
33536,0,61.06,51,0,0.477654388,14767,14,3,2
33537,1,64.76,53,1,3957,NA,13,2,0
33538,0,100.00,46,0,3571,NA,4,1,0
33539,0,100.00,91,0,0,NA,0,0,0
33540,0,84.92,53,0,0.106211528,8934,12,0,0
33541,0,1.46,48,0,0.106575697,8500,7,0,2
33542,0,15.62,49,3,1653,NA,12,1,0
33543,0,100.00,76,0,509,NA,5,1,NA
33544,1,14.46,44,1,0.161783086,7200,8,1,2
33545,1,78.56,42,0,1.457850489,4400,9,3,1
33546,0,11.08,47,0,0.193292967,6440,10,1,2
33547,0,100.00,79,0,0,4583,1,0,0
33548,0,5.52,34,0,0.648142301,9500,10,5,2
33549,0,22.17,51,0,0.132724559,39532,12,3,2
33550,0,0.05,27,0,150,NA,2,0,0
33551,1,41.58,57,1,0.341042017,14874,19,1,3
33552,0,27.66,63,0,4.361581921,1238,8,2,0
33553,0,87.18,56,0,0.822730399,5815,12,2,0
33554,0,0.18,53,0,0.713095635,3000,5,1,0
33555,0,0.00,53,0,0.247893796,7833,11,1,1
33556,0,11.69,77,0,52,NA,4,0,NA
33557,0,0.00,70,0,0.202889176,4637,4,1,0
33558,1,6.92,49,1,0.521504651,7416,18,3,0
33559,0,56.89,60,0,0.508349267,7844,13,2,0
33560,0,3.41,65,0,0.168846266,10322,11,1,0
33561,0,48.17,51,0,0.357049119,10667,12,2,4
33562,0,89.96,75,2,0.232083179,2692,6,0,1
33563,0,0.11,40,0,0.181884146,8268,6,1,1
33564,0,10.28,45,0,0.351683072,8228,6,2,0
33565,0,0.00,73,0,343,NA,5,0,0
33566,1,100.00,56,4,0.523646165,4080,7,1,0
33567,0,58.95,47,0,0.230175292,9583,3,1,0
33568,0,88.77,56,3,0.450978032,16614,18,3,5
33569,0,10.66,47,0,1522,0,8,2,1
33570,0,10.56,29,1,0.26587746,6250,8,1,0
33571,0,0.70,62,0,0.141429285,2000,3,0,0
33572,0,10.08,47,0,0.35298414,9583,6,1,2
33573,0,3.00,40,0,0.15929608,8750,6,2,0
33574,0,90.14,47,1,1.042054464,2900,10,1,2
33575,0,45.28,63,0,1.912965455,2228,7,3,1
33576,0,0.00,55,0,1.305477809,2500,8,1,2
33577,0,2.56,49,0,1656,NA,12,2,0
33578,0,39.45,73,0,2525,NA,11,1,0
33579,0,5.70,32,0,0.282205084,3500,8,0,0
33580,0,8.05,71,0,0.012562567,10188,6,0,0
33581,0,0.00,44,0,1.070371082,5200,10,1,2
33582,0,19.64,37,1,0.440888178,4998,8,1,2
33583,0,15.65,32,0,0.574065934,2274,6,1,0
33584,0,90.89,67,0,726,NA,10,0,0
33585,0,69.23,41,0,0.002856735,7000,1,0,3
33586,0,13.96,48,0,0.63551617,8688,6,3,0
33587,0,0.54,56,0,0.261024817,5600,9,1,0
33588,0,5.41,63,0,1567,NA,7,1,1
33589,0,2.46,81,0,0.044591082,5000,13,1,1
33590,0,62.43,63,0,0.46245718,10800,11,2,0
33591,0,27.37,55,0,0.244801774,3606,4,1,2
33592,0,100.00,29,98,0,1854,0,0,0
33593,0,0.00,33,0,0.297922154,6833,6,1,0
33594,0,34.88,64,1,0.497874455,18112,23,5,3
33595,0,85.85,57,1,1317,NA,8,0,0
33596,0,5.67,44,0,0.076757422,6500,4,0,3
33597,0,34.63,46,0,95,NA,6,0,0
33598,0,38.74,47,0,0.425952926,4800,8,2,2
33599,0,29.66,33,0,0.468048359,11000,3,2,0
33600,0,90.41,22,0,0.048721072,820,1,0,0
33601,0,3.98,53,0,0.218430034,9668,12,4,1
33602,0,4.27,62,0,3041,NA,11,1,0
33603,0,6.60,74,0,0.075851393,5167,7,0,0
33604,0,65.27,46,0,1.025919526,4050,10,0,0
33605,0,1.02,35,0,1355,NA,13,1,0
33606,0,0.96,33,0,0.351891506,1400,17,1,0
33607,0,0.00,36,0,3481,NA,3,1,0
33608,0,1.10,56,0,3008,NA,7,2,0
33609,0,6.15,78,0,34,NA,2,0,NA
33610,0,100.00,50,0,0.035926273,3200,5,0,1
33611,0,26.77,45,0,1433,NA,18,1,0
33612,0,22.92,39,1,0.446006171,5833,10,1,3
33613,0,17.11,60,1,2791,NA,6,2,0
33614,0,104.25,54,0,0.488470191,3555,8,0,0
33615,0,21.57,65,1,0.088186277,21000,11,0,1
33616,0,0.90,49,1,0.758867855,5440,10,2,1
33617,0,15.46,38,0,0.067288474,1500,3,0,0
33618,0,0.00,27,0,0.069165143,3281,6,0,0
33619,0,1.85,73,0,1204,NA,4,1,NA
33620,0,0.00,56,0,0.206141395,4200,4,0,2
33621,0,100.00,22,0,0.827242525,300,1,0,0
33622,1,49.86,61,0,0.215338603,4680,13,0,0
33623,0,12.98,50,0,4023,NA,8,1,0
33624,0,63.13,47,2,0.189476315,8000,14,0,2
33625,0,69.41,53,0,0.264533638,7000,13,2,0
33626,0,0.00,77,0,0.009541118,2200,3,0,0
33627,0,25.64,44,0,0.270942408,4583,5,2,1
33628,0,27.40,43,0,0.795201371,3500,13,1,0
33629,0,0.00,62,0,168,NA,4,0,0
33630,0,1.95,47,0,0.00499875,4000,4,0,0
33631,0,3.38,58,0,0.441991252,4800,21,1,0
33632,0,19.85,34,0,0.606605257,4450,5,1,0
33633,1,9.73,34,0,0.443991853,2945,13,1,0
33634,0,12.35,64,0,0.226988281,8788,8,2,0
33635,0,0.91,67,0,0.014874421,4100,17,0,0
33636,0,5.72,77,0,0.697186116,7000,9,4,0
33637,0,42.50,57,0,0.656557998,7913,10,2,1
33638,0,7.91,69,0,0.318566374,6500,8,2,0
33639,0,67.02,24,0,0.071968923,4890,5,0,0
33640,0,18.45,72,0,0.307290154,3442,17,0,0
33641,0,69.75,65,0,0.38608913,2400,4,0,0
33642,0,94.51,41,0,0.494521549,5475,7,2,3
33643,0,15.58,48,0,2646,NA,13,2,0
33644,0,108.64,37,2,0.16745283,1695,3,0,0
33645,0,1.37,63,0,19,NA,5,0,0
33646,0,0.00,25,0,0.002305919,1300,3,0,0
33647,0,3.56,63,0,10930,NA,19,5,0
33648,0,47.02,46,0,0.172745788,5400,7,0,1
33649,0,1.05,78,0,0.947741783,4228,8,2,0
33650,0,81.45,61,0,2215,0,9,0,2
33651,0,100.00,47,0,0.252815211,10833,10,2,3
33652,0,6.48,49,0,0.272652048,7250,4,1,0
33653,0,5.18,37,0,0.430446569,7008,12,2,1
33654,0,0.18,60,0,0.288929302,4398,4,1,3
33655,0,6.70,77,0,66,NA,4,0,0
33656,0,56.14,66,0,0.356832357,5290,6,1,0
33657,0,5.22,50,0,0.268049039,6606,6,1,2
33658,0,63.64,26,2,1.459196102,820,7,0,0
33659,0,28.51,74,0,3742,0,31,2,0
33660,0,3.07,64,0,0.01109889,10000,23,0,0
33661,1,0.06,57,0,1.542582967,2500,19,2,0
33662,0,3.47,62,0,0.304428447,9167,28,2,0
33663,0,4.21,65,0,0.47979798,2375,7,2,0
33664,0,24.09,60,1,0.758747084,3000,9,1,0
33665,0,10.30,51,0,0.00554495,11000,3,0,0
33666,0,16.71,32,0,0.333333333,5750,11,0,0
33667,1,16.55,39,0,0.547702152,6875,9,1,2
33668,0,7.81,57,0,155,0,3,0,0
33669,0,3.47,55,0,0.182204172,10833,8,2,1
33670,0,100.00,48,1,85,NA,1,0,1
33671,0,55.69,61,0,0.597862002,10289,15,3,0
33672,0,0.41,64,0,4979,NA,3,1,NA
33673,0,4.33,72,0,0.357918263,6263,9,2,0
33674,0,90400.00,30,0,0.00779844,5000,3,0,0
33675,0,8.74,74,0,94,NA,4,0,NA
33676,0,0.00,30,0,1559,0,2,1,0
33677,0,1.98,72,0,0.00063076,65000,20,0,0
33678,0,8.02,65,0,0.218725719,2573,4,1,0
33679,1,74.79,38,0,856,1,9,0,0
33680,0,3.90,69,0,0.103073808,5432,17,1,0
33681,1,97.48,51,2,0.621683968,2600,4,1,2
33682,0,51.27,33,0,1.281888334,2202,9,1,0
33683,1,44.73,26,0,935,NA,9,0,0
33684,0,84.12,31,0,749,NA,8,0,0
33685,0,0.12,78,0,0.000476145,10500,13,0,0
33686,0,2.64,30,0,0.003499125,4000,4,0,0
33687,0,65.37,63,0,0.549798259,4708,4,1,0
33688,0,22.80,55,1,6069,NA,18,2,1
33689,0,0.32,32,0,1371,NA,8,1,0
33690,0,14.32,39,0,3383,NA,8,2,0
33691,0,4.79,26,0,0.004239401,4009,3,0,0
33692,0,20.87,35,0,1740,NA,5,1,NA
33693,0,57.55,70,0,0.146141215,4871,5,0,0
33694,0,23.44,62,1,0.412917417,5000,7,2,0
33695,0,40.39,56,0,1.167464115,2298,13,2,0
33696,0,0.60,88,0,0.002856327,3500,5,0,0
33697,0,85.20,58,0,0.075949367,1500,2,0,2
33698,0,1.94,79,0,0.014042357,4343,10,0,0
33699,0,8.80,52,0,6360,NA,10,3,0
33700,0,59.21,60,0,0.450909818,5000,14,2,0
33701,0,18.44,53,0,0.254624229,6000,12,2,0
33702,0,30.10,46,2,0.768369298,3660,10,2,2
33703,0,7.39,45,0,0.420402261,7606,10,2,1
33704,0,14.42,78,0,0.097380524,5000,6,1,0
33705,0,3.33,50,0,629,NA,5,1,0
33706,0,0.00,63,0,0.078230442,4000,5,0,1
33707,0,5.74,68,0,2175,NA,11,2,2
33708,0,4.93,53,0,805,NA,12,1,0
33709,0,0.84,42,0,3.264957265,350,6,1,2
33710,0,47.20,57,0,0.297081168,2500,8,0,0
33711,0,34.56,37,0,0.448197688,4410,10,3,0
33712,0,63.52,37,0,0.456608127,7800,13,2,2
33713,0,20.85,49,0,0.080821248,6136,3,0,2
33714,0,15.42,40,0,0.062782805,1767,3,0,3
33715,0,6.82,39,1,6.462686567,200,6,1,3
33716,0,19.10,48,3,0.619688521,5200,8,1,1
33717,0,10.22,58,0,0.16463454,15500,5,1,1
33718,0,77.37,59,0,4354,NA,6,1,0
33719,0,6.52,72,0,48,NA,6,0,0
33720,0,26.69,47,0,0.974102681,2200,13,2,1
33721,0,100.00,26,0,0.091387476,5700,4,0,2
33722,0,90.19,45,1,1.021915341,3330,8,1,3
33723,0,23.02,73,0,0.204738228,3418,9,1,0
33724,0,27.00,71,0,377,NA,4,0,0
33725,0,36.43,21,0,0.007874016,2666,2,0,0
33726,0,100.00,62,1,0.135098622,3700,1,0,0
33727,0,0.00,64,0,0.001690103,14791,5,0,2
33728,0,10.89,50,0,53,NA,1,0,0
33729,0,5.21,55,0,2481,NA,9,2,0
33730,0,96.50,41,1,0.497927335,4100,8,1,2
